,UserID,Buy_ticket,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,number_of_adults,Daily_Avg_mins_spend_on_traveling_page
1736,1001737,No,232.0,Mobile,51205.0,23,3,Medical,64.0,5582.0,0.0,No,21.0,Yes,2.0,1.0,10.0
1737,1001738,No,187.0,Mobile,23625.0,1,2,Financial,85.0,4000.0,1.0,No,12.0,No,4.0,2.0,6.0
1739,1001740,No,270.0,Mobile,49105.0,1,3,Financial,47.0,3210.0,0.0,No,11.0,No,3.0,1.0,16.0
1740,1001741,No,412.0,Mobile,15820.0,1,3,Medical,81.0,16575.125,0.0,Yes,14.0,No,3.0,0.0,33.0
1741,1001742,Yes,352.0,Mobile,23310.0,29,4,Financial,88.0,11849.0,1.0,Yes,12.0,No,4.0,1.0,10.0
1742,1001743,No,210.0,Mobile,40530.0,1,3,Medical,94.0,2070.0,1.0,No,23.0,Yes,4.0,1.0,5.0
1743,1001744,No,277.0,Mobile,7980.0,1,4,Medical,98.0,6502.0,4.0,No,14.0,No,2.0,1.0,7.0
1744,1001745,No,157.0,Mobile,34860.0,1,2,Medical,100.0,3230.0,1.0,No,17.0,No,1.0,0.0,3.0
1745,1001746,No,277.0,Mobile,25480.0,1,4,Medical,80.0,13603.0,2.0,Yes,18.0,No,1.0,2.0,15.0
1746,1001747,No,262.0,Mobile,46025.0,22,3,Financial,71.0,11996.0,7.0,No,18.0,No,2.0,1.0,10.0
1748,1001749,No,195.0,Mobile,51765.0,1,3,Financial,84.0,6397.0,1.0,No,20.0,Yes,1.0,1.0,6.0
1749,1001750,No,375.0,Mobile,27895.0,1,1,Financial,96.0,16575.125,3.0,No,14.0,No,1.0,2.0,28.0
1755,1001756,No,277.0,Mobile,48020.0,1,3,Financial,42.0,2115.0,1.0,No,12.0,No,2.0,0.0,17.0
1756,1001757,Yes,330.0,Mobile,32200.0,24,3,Financial,43.0,3161.0,3.0,Yes,22.0,Yes,4.0,1.0,19.0
1757,1001758,No,285.0,Mobile,24080.0,23,4,Financial,82.0,5745.0,9.0,No,14.0,No,2.0,1.0,10.0
1758,1001759,Yes,195.0,Mobile,50715.0,16,4,Medical,45.0,2373.0,2.0,Yes,13.0,No,4.0,1.0,5.0
1759,1001760,No,210.0,Mobile,39095.0,1,2,Financial,66.0,3310.0,1.0,No,21.0,Yes,4.0,0.0,5.0
1760,1001761,No,367.0,Mobile,22260.0,10,4,Financial,35.0,16575.125,9.0,Yes,11.0,No,4.0,0.0,22.0
1763,1001764,Yes,195.0,Mobile,33250.0,1,4,Entertainment,48.0,5828.0,1.0,Yes,12.0,No,2.0,0.0,8.0
1764,1001765,No,277.0,Mobile,31115.0,1,3,Medical,53.0,2326.0,1.0,Yes,12.0,No,3.0,3.0,4.0
1767,1001768,No,262.0,Mobile,43120.0,16,3,Entertainment,96.0,8020.0,0.0,No,15.0,No,3.0,2.0,12.0
1768,1001769,No,270.0,Mobile,19810.0,18,4,Financial,81.0,3688.0,4.0,No,18.0,No,4.0,2.0,4.0
1769,1001770,No,382.0,Mobile,45570.0,1,3,Medical,84.0,5482.0,5.0,No,18.0,No,4.0,1.0,13.0
1772,1001773,No,210.0,Mobile,51660.0,16,2,Medical,68.0,5661.0,0.0,No,19.0,No,3.0,0.0,9.0
1773,1001774,No,232.0,Mobile,7630.0,1,3,Entertainment,100.0,6929.0,4.0,No,11.0,No,2.0,1.0,10.0
1774,1001775,No,292.0,Mobile,39620.0,1,3,Medical,48.0,9613.0,0.0,No,17.0,No,1.0,3.0,19.0
1775,1001776,No,270.0,Mobile,38675.0,24,4,Financial,47.0,5674.0,7.0,No,15.0,No,3.0,1.0,11.0
1779,1001780,No,232.0,Mobile,24185.0,1,4,Entertainment,86.0,4821.0,0.0,Yes,12.0,No,3.0,1.0,6.0
1780,1001781,No,232.0,Mobile,3710.0,1,3,Other,62.0,6410.0,3.0,No,12.0,No,4.0,0.0,9.0
1782,1001783,No,232.0,Mobile,6720.0,1,4,Financial,32.0,2695.0,0.0,Yes,18.0,No,2.0,1.0,3.0
1784,1001785,No,292.0,Mobile,4095.0,10,1,Medical,99.0,16575.125,1.0,Yes,14.0,No,4.0,0.0,21.0
1786,1001787,No,367.0,Mobile,38185.0,1,2,Entertainment,90.0,13964.0,7.0,Yes,12.0,No,4.0,0.0,25.0
1788,1001789,No,202.0,Mobile,42700.0,1,3,Financial,85.0,2478.0,1.0,Yes,12.0,No,2.0,0.0,4.0
1789,1001790,No,240.0,Mobile,20580.0,1,2,Entertainment,65.0,5228.0,1.0,Yes,11.0,No,4.0,0.0,13.0
1790,1001791,No,202.0,Mobile,48195.0,1,3,Financial,74.0,4478.0,1.0,Yes,11.0,No,1.0,0.0,5.0
1791,1001792,No,232.0,Mobile,24185.0,1,3,Entertainment,73.0,7547.0,4.0,No,12.0,No,4.0,3.0,13.0
1792,1001793,No,240.0,Mobile,35630.0,1,4,Medical,74.0,5055.0,7.0,No,16.0,No,3.0,0.0,10.0
1793,1001794,Yes,210.0,Mobile,40495.0,1,4,Medical,84.0,3464.0,5.0,Yes,13.0,No,4.0,0.0,5.0
1794,1001795,No,225.0,Mobile,44625.0,28,2,Medical,64.0,5775.0,1.0,No,13.0,No,4.0,2.0,11.0
1795,1001796,No,232.0,Mobile,27930.0,1,2,Financial,48.0,8943.0,1.0,No,24.0,Yes,1.0,1.0,10.0
1796,1001797,No,292.0,Mobile,23520.0,1,2,Medical,54.0,16575.125,1.0,No,15.0,No,1.0,1.0,21.0
1797,1001798,Yes,292.0,Mobile,40670.0,1,2,Medical,41.0,5238.0,4.0,Yes,18.0,No,1.0,0.0,12.0
1798,1001799,No,247.0,Mobile,17780.0,10,3,Entertainment,46.0,4682.0,3.0,No,14.0,No,3.0,0.0,9.0
1802,1001803,No,405.0,Mobile,32480.0,20,4,Financial,31.0,4869.0,3.0,No,12.0,No,4.0,0.0,20.0
1803,1001804,No,322.0,Mobile,35035.0,1,3,Financial,43.0,9985.0,8.0,No,16.0,No,1.0,1.0,10.0
1805,1001806,No,300.0,Mobile,39340.0,1,2,Medical,57.0,7457.0,2.0,Yes,22.0,Yes,3.0,3.0,6.0
1806,1001807,Yes,217.0,Mobile,11130.0,1,4,Other,77.0,2119.0,1.0,Yes,11.0,No,4.0,0.0,7.0
1807,1001808,No,217.0,Mobile,25830.0,1,5,Other,3.0,3983.0,0.0,No,17.0,No,3.0,0.0,4.0
1808,1001809,No,225.0,Mobile,19950.0,1,3,Entertainment,3.0,6118.0,1.0,No,13.0,No,3.0,3.0,10.0
1809,1001810,No,202.0,Mobile,39550.0,1,4,Entertainment,56.0,6214.0,1.0,No,18.0,No,1.0,1.0,8.0
1810,1001811,No,277.0,Mobile,41720.0,1,2,Medical,61.0,6347.0,7.0,No,16.0,No,3.0,2.0,8.0
1811,1001812,No,285.0,Mobile,12005.0,15,2,Financial,92.0,11510.0,0.0,Yes,14.0,No,2.0,1.0,12.0
1812,1001813,No,232.0,Mobile,43120.0,1,4,Medical,39.0,7143.0,1.0,Yes,14.0,No,3.0,0.0,11.0
1814,1001815,No,262.0,Mobile,45360.0,1,4,Entertainment,62.0,8095.0,0.0,No,13.0,No,4.0,0.0,17.0
1817,1001818,No,352.0,Mobile,45815.0,1,1,Medical,99.0,2976.0,3.0,No,19.0,No,1.0,0.0,5.0
1819,1001820,No,217.0,Mobile,26110.0,1,3,Financial,61.0,4649.0,1.0,No,14.0,No,1.0,1.0,4.0
1821,1001822,No,240.0,Mobile,37170.0,1,3,Medical,75.0,2370.0,1.0,No,13.0,No,3.0,1.0,8.0
1822,1001823,No,360.0,Mobile,18550.0,29,1,Medical,91.0,12504.0,3.0,No,21.0,Yes,2.0,1.0,15.0
1823,1001824,No,277.0,Mobile,46165.0,1,3,Medical,51.0,5974.0,4.0,Yes,13.0,No,1.0,2.0,13.0
1824,1001825,No,225.0,Mobile,22435.0,25,2,Entertainment,85.0,4736.0,7.0,Yes,12.0,No,2.0,1.0,4.0
1827,1001828,Yes,157.0,Mobile,26460.0,1,1,Entertainment,99.0,2174.0,1.0,Yes,11.0,No,3.0,0.0,3.0
1828,1001829,No,270.0,Mobile,29575.0,1,5,Medical,45.0,6653.0,4.0,No,15.0,No,2.0,0.0,7.0
1829,1001830,No,270.0,Mobile,18935.0,1,4,Medical,48.0,9699.0,4.0,No,11.0,No,1.0,1.0,16.0
1831,1001832,No,300.0,Mobile,40985.0,10,4,Financial,46.0,2213.0,3.0,Yes,13.0,No,3.0,1.0,10.0
1832,1001833,No,157.0,Mobile,31325.0,1,2,Medical,39.0,2610.0,1.0,No,24.0,Yes,3.0,0.0,3.0
1833,1001834,Yes,247.0,Mobile,12250.0,1,3,Entertainment,34.0,2851.0,1.0,Yes,13.0,No,2.0,0.0,1.0
1834,1001835,No,277.0,Mobile,32235.0,10,3,Medical,98.0,3452.0,6.0,No,20.0,Yes,2.0,1.0,17.0
1835,1001836,No,345.0,Mobile,40040.0,1,4,Medical,3.0,5258.0,2.0,No,14.0,No,3.0,0.0,7.0
1836,1001837,Yes,307.0,Mobile,5005.0,1,3,Entertainment,56.0,9355.0,1.0,No,18.0,No,3.0,0.0,8.0
1837,1001838,No,375.0,Mobile,36610.0,10,3,Entertainment,100.0,10496.0,6.0,No,15.0,No,4.0,0.0,20.0
1838,1001839,Yes,300.0,Mobile,20125.0,22,2,Entertainment,68.0,6380.0,2.0,Yes,12.0,No,1.0,2.0,8.0
1840,1001841,Yes,157.0,Mobile,5460.0,12,3,Financial,90.0,2716.0,1.0,No,15.0,No,4.0,0.0,1.0
1841,1001842,No,217.0,Mobile,44905.0,23,3,Financial,54.0,2201.0,9.0,No,16.0,No,4.0,0.0,6.0
1842,1001843,No,262.0,Mobile,26425.0,1,4,Financial,97.0,6540.0,9.0,No,19.0,No,3.0,0.0,10.0
1843,1001844,No,202.0,Mobile,51415.0,1,2,Medical,82.0,3816.0,1.0,No,11.0,No,2.0,1.0,5.0
1844,1001845,No,210.0,Mobile,10640.0,1,4,Financial,92.0,5253.0,1.0,No,16.0,No,4.0,0.0,7.0
1845,1001846,No,367.0,Mobile,44135.0,1,3,Entertainment,31.0,10965.0,8.0,No,24.0,Yes,3.0,0.0,26.0
1846,1001847,No,382.0,Mobile,41230.0,14,2,Financial,87.0,4936.0,4.0,No,11.0,No,3.0,1.0,18.0
1847,1001848,No,270.0,Mobile,11515.0,1,3,Financial,96.0,2543.0,4.0,No,13.0,No,2.0,1.0,6.0
1848,1001849,Yes,255.0,Mobile,47670.0,19,3,Entertainment,67.0,5304.0,8.0,Yes,13.0,No,2.0,0.0,9.0
1850,1001851,No,180.0,Mobile,47985.0,10,4,Entertainment,77.0,4260.0,1.0,Yes,12.0,No,4.0,1.0,5.0
1851,1001852,No,225.0,Mobile,7070.0,1,1,Entertainment,72.0,2476.0,1.0,No,18.0,No,1.0,1.0,1.0
1852,1001853,Yes,195.0,Mobile,20125.0,1,1,Entertainment,73.0,3102.0,0.0,No,22.0,Yes,3.0,0.0,7.0
1853,1001854,No,165.0,Mobile,8855.0,11,3,Medical,43.0,2244.0,1.0,No,13.0,No,4.0,1.0,2.0
1854,1001855,No,270.0,Mobile,5740.0,1,2,Medical,61.0,7596.0,1.0,No,13.0,No,2.0,2.0,10.0
1855,1001856,Yes,225.0,Mobile,16240.0,1,3,Entertainment,40.0,2285.0,9.0,Yes,23.0,Yes,3.0,0.0,3.0
1856,1001857,No,277.0,Mobile,38745.0,14,3,Financial,95.0,3034.0,1.0,No,12.0,No,3.0,1.0,18.0
1859,1001860,No,277.0,Mobile,45675.0,10,4,Financial,49.0,4197.0,2.0,Yes,12.0,No,4.0,0.0,18.0
1860,1001861,No,322.0,Mobile,34370.0,12,3,Financial,59.0,14336.0,1.0,No,11.0,No,3.0,1.0,25.0
1861,1001862,No,300.0,Mobile,19425.0,1,3,Medical,78.0,3448.0,6.0,No,22.0,Yes,2.0,1.0,20.0
1862,1001863,No,405.0,Mobile,28735.0,1,2,Medical,86.0,16575.125,4.0,No,11.0,No,3.0,1.0,24.0
1863,1001864,No,255.0,Mobile,48335.0,1,4,Entertainment,72.0,6538.0,9.0,No,15.0,No,1.0,1.0,6.0
1864,1001865,No,232.0,Mobile,16800.0,1,2,Medical,31.0,4306.0,1.0,No,12.0,No,2.0,1.0,13.0
1865,1001866,No,322.0,Mobile,10955.0,21,3,Medical,61.0,2258.0,7.0,No,20.0,Yes,1.0,1.0,8.0
1866,1001867,No,322.0,Mobile,51555.0,1,4,Other,74.0,4522.0,4.0,Yes,14.0,No,4.0,0.0,8.0
1867,1001868,No,187.0,Mobile,31185.0,1,2,Financial,99.0,4487.0,1.0,Yes,11.0,No,2.0,0.0,5.0
1868,1001869,No,277.0,Mobile,37205.0,25,5,Medical,72.0,4449.0,3.0,Yes,15.0,No,1.0,2.0,15.0
1869,1001870,No,232.0,Mobile,11515.0,1,2,Financial,98.0,2218.0,1.0,No,12.0,No,3.0,1.0,4.0
1870,1001871,No,292.0,Mobile,42630.0,1,1,Financial,52.0,16575.125,1.0,Yes,14.0,No,3.0,1.0,21.0
1874,1001875,No,210.0,Mobile,45500.0,17,2,Medical,79.0,4558.0,1.0,No,12.0,No,4.0,1.0,10.0
1875,1001876,Yes,187.0,Mobile,24080.0,1,3,Medical,91.0,4031.0,5.0,No,13.0,No,3.0,1.0,6.0
1880,1001881,No,225.0,Mobile,11095.0,1,3,Financial,43.0,6091.0,2.0,No,20.0,Yes,3.0,0.0,11.0
1881,1001882,No,450.0,Mobile,14770.0,1,3,Financial,41.0,16575.125,5.0,No,11.0,No,4.0,0.0,33.0
1882,1001883,No,345.0,Mobile,51975.0,18,3,Medical,87.0,4810.0,2.0,No,14.0,No,3.0,1.0,19.0
1884,1001885,Yes,180.0,Mobile,50680.0,1,1,Entertainment,62.0,3202.0,1.0,Yes,16.0,No,2.0,0.0,6.0
1885,1001886,Yes,255.0,Mobile,10360.0,1,2,Entertainment,33.0,2351.0,0.0,No,16.0,No,4.0,1.0,3.0
1886,1001887,No,285.0,Mobile,52150.0,1,2,Financial,42.0,1702.0,1.0,Yes,23.0,Yes,3.0,1.0,1.0
1887,1001888,No,300.0,Mobile,48930.0,1,4,Financial,79.0,16575.125,0.0,No,14.0,No,4.0,0.0,21.0
1888,1001889,No,195.0,Mobile,47215.0,23,3,Financial,90.0,2886.0,1.0,No,22.0,Yes,2.0,2.0,3.0
1889,1001890,No,225.0,Mobile,49000.0,1,3,Financial,53.0,2097.0,4.0,No,15.0,No,3.0,1.0,9.0
1890,1001891,No,217.0,Mobile,34510.0,1,4,Medical,93.0,11935.0,1.0,No,18.0,No,3.0,0.0,10.0
1893,1001894,No,225.0,Mobile,48930.0,22,4,Other,69.0,8412.0,0.0,No,11.0,No,3.0,0.0,10.0
1894,1001895,No,427.0,Mobile,7350.0,29,3,Entertainment,56.0,14118.0,3.0,No,12.0,No,3.0,1.0,32.0
1895,1001896,No,375.0,Mobile,38465.0,29,4,Financial,88.0,16575.125,0.0,No,15.0,No,2.0,1.0,28.0
1896,1001897,No,225.0,Mobile,39060.0,1,3,Medical,49.0,2564.0,0.0,No,14.0,No,3.0,0.0,12.0
1898,1001899,No,352.0,Mobile,34405.0,1,2,Medical,65.0,5070.0,5.0,No,13.0,No,3.0,3.0,20.0
1899,1001900,No,345.0,Mobile,35315.0,1,3,Financial,51.0,16575.125,6.0,No,13.0,No,3.0,0.0,26.0
1901,1001902,No,405.0,Mobile,19180.0,1,4,Financial,42.0,3780.0,7.0,No,11.0,No,3.0,0.0,19.0
1902,1001903,No,255.0,Mobile,45605.0,1,4,Financial,62.0,2768.0,3.0,No,12.0,No,3.0,1.0,14.0
1903,1001904,No,345.0,Mobile,39375.0,10,3,Entertainment,94.0,9071.0,2.0,Yes,19.0,No,3.0,1.0,15.0
1904,1001905,No,232.0,Mobile,44590.0,1,1,Financial,33.0,10648.0,1.0,No,25.0,Yes,4.0,1.0,13.0
1905,1001906,Yes,247.0,Mobile,44695.0,15,1,Medical,56.0,13610.0,7.0,Yes,12.0,No,4.0,0.0,15.0
1906,1001907,Yes,247.0,Mobile,20545.0,10,1,Medical,38.0,3408.0,7.0,No,13.0,No,1.0,3.0,8.0
1907,1001908,No,225.0,Mobile,14455.0,1,1,Entertainment,57.0,2983.0,0.0,No,14.0,No,1.0,0.0,4.0
1908,1001909,No,262.0,Mobile,44660.0,16,3,Financial,72.0,7632.0,4.0,Yes,12.0,No,3.0,0.0,10.0
1909,1001910,Yes,232.0,Mobile,18690.0,20,3,Financial,66.0,9824.0,3.0,No,12.0,No,1.0,0.0,12.0
1910,1001911,Yes,255.0,Mobile,34580.0,23,3,Other,43.0,9950.0,9.0,Yes,15.0,No,3.0,3.0,11.0
1912,1001913,No,270.0,Mobile,22225.0,10,4,Medical,32.0,9980.0,1.0,No,14.0,No,4.0,0.0,10.0
1913,1001914,Yes,165.0,Mobile,47880.0,1,1,Entertainment,99.0,3894.0,5.0,No,16.0,No,3.0,0.0,4.0
1914,1001915,No,360.0,Mobile,5705.0,1,5,Entertainment,37.0,4051.0,2.0,No,14.0,No,1.0,1.0,14.0
1915,1001916,No,412.0,Mobile,39095.0,18,5,Financial,83.0,16575.125,3.0,No,23.0,Yes,4.0,0.0,33.0
1916,1001917,No,307.0,Mobile,9345.0,10,2,Financial,56.0,6230.0,7.0,No,14.0,No,4.0,0.0,16.0
1917,1001918,No,262.0,Mobile,21665.0,1,3,Entertainment,85.0,4717.0,9.0,No,11.0,No,3.0,0.0,15.0
1918,1001919,No,300.0,Mobile,10570.0,1,3,Financial,75.0,13237.0,7.0,No,15.0,No,3.0,0.0,22.0
1919,1001920,No,292.0,Mobile,15505.0,1,1,Financial,48.0,3755.0,1.0,No,11.0,No,1.0,1.0,8.0
1920,1001921,No,232.0,Mobile,28980.0,1,1,Financial,77.0,6582.0,4.0,Yes,13.0,No,3.0,0.0,10.0
1923,1001924,Yes,195.0,Mobile,14910.0,17,4,Financial,58.0,2741.0,0.0,Yes,11.0,No,2.0,1.0,8.0
1924,1001925,No,217.0,Mobile,8120.0,19,3,Entertainment,34.0,4262.0,4.0,No,12.0,No,2.0,2.0,8.0
1925,1001926,No,247.0,Mobile,32270.0,1,5,Medical,95.0,16184.0,4.0,No,19.0,No,3.0,1.0,10.0
1926,1001927,No,232.0,Mobile,24080.0,1,3,Financial,44.0,11557.0,9.0,No,21.0,Yes,3.0,1.0,10.0
1928,1001929,No,300.0,Mobile,38290.0,5,3,Other,58.0,10932.0,3.0,No,15.0,No,3.0,1.0,20.0
1930,1001931,No,195.0,Mobile,27125.0,29,2,Medical,45.0,4306.0,5.0,No,12.0,No,1.0,2.0,8.0
1931,1001932,No,262.0,Mobile,6825.0,1,3,Medical,80.0,4859.0,1.0,No,16.0,No,4.0,0.0,5.0
1932,1001933,No,255.0,Mobile,9030.0,21,4,Financial,74.0,5337.0,1.0,No,12.0,No,4.0,0.0,10.0
1933,1001934,Yes,195.0,Mobile,16485.0,24,3,Entertainment,66.0,2340.0,1.0,Yes,18.0,No,2.0,0.0,1.0
1934,1001935,No,277.0,Mobile,27965.0,1,3,Entertainment,59.0,7491.0,4.0,No,17.0,No,4.0,0.0,12.0
1935,1001936,No,345.0,Mobile,36190.0,18,1,Medical,86.0,10527.0,5.0,No,11.0,No,4.0,0.0,28.0
1936,1001937,No,307.0,Mobile,44660.0,1,5,Financial,91.0,16575.125,7.0,No,16.0,No,2.0,1.0,22.0
1937,1001938,No,277.0,Mobile,4970.0,1,4,Medical,69.0,8834.0,1.0,No,13.0,No,4.0,1.0,9.0
1939,1001940,Yes,240.0,Mobile,51590.0,11,4,Other,60.0,4707.0,8.0,No,12.0,No,4.0,0.0,6.0
1940,1001941,No,180.0,Mobile,18725.0,24,3,Medical,38.0,2400.0,0.0,No,13.0,No,3.0,2.0,3.0
1941,1001942,No,285.0,Mobile,52325.0,10,3,Medical,76.0,9824.0,3.0,No,19.0,No,3.0,1.0,18.0
1942,1001943,No,277.0,Mobile,15610.0,1,4,Financial,65.0,6447.0,6.0,No,12.0,No,2.0,1.0,8.0
1944,1001945,No,180.0,Mobile,24185.0,23,3,Medical,89.0,2725.0,1.0,Yes,11.0,No,2.0,2.0,6.0
1946,1001947,No,180.0,Mobile,28805.0,17,2,Other,94.0,2127.0,1.0,No,21.0,Yes,4.0,1.0,1.0
1947,1001948,No,375.0,Mobile,43610.0,1,3,Medical,99.0,16575.125,1.0,No,11.0,No,3.0,1.0,32.0
1948,1001949,No,187.0,Mobile,21770.0,13,1,Medical,40.0,2096.0,1.0,No,11.0,No,3.0,0.0,7.0
1949,1001950,Yes,180.0,Mobile,45045.0,1,3,Financial,55.0,2886.0,1.0,Yes,16.0,No,4.0,1.0,6.0
1950,1001951,Yes,225.0,Mobile,15680.0,12,4,Financial,74.0,2033.0,1.0,No,18.0,No,3.0,1.0,1.0
1951,1001952,No,255.0,Mobile,8890.0,1,2,Financial,83.0,3622.0,1.0,Yes,13.0,No,4.0,1.0,6.0
1952,1001953,Yes,232.0,Mobile,47775.0,13,4,Medical,46.0,4233.0,2.0,No,17.0,No,3.0,0.0,9.0
1953,1001954,No,262.0,Mobile,18830.0,25,2,Other,54.0,3681.0,4.0,No,14.0,No,4.0,0.0,9.0
1954,1001955,No,232.0,Mobile,18375.0,1,4,Medical,66.0,5460.0,4.0,No,22.0,Yes,4.0,2.0,13.0
1955,1001956,No,202.0,Mobile,27930.0,1,4,Medical,66.0,2187.0,0.0,No,12.0,No,3.0,2.0,6.0
1956,1001957,No,277.0,Mobile,19530.0,1,3,Entertainment,75.0,9602.0,4.0,Yes,11.0,No,3.0,1.0,17.0
1959,1001960,No,322.0,Mobile,27370.0,1,4,Other,50.0,16575.125,4.0,Yes,14.0,No,3.0,1.0,21.0
1960,1001961,No,285.0,Mobile,12670.0,1,1,Financial,43.0,2619.0,3.0,No,17.0,No,4.0,0.0,8.0
1961,1001962,No,322.0,Mobile,35035.0,1,5,Medical,72.0,5679.0,3.0,Yes,13.0,No,2.0,1.0,10.0
1962,1001963,No,360.0,Mobile,43260.0,1,4,Financial,40.0,15402.0,7.0,No,11.0,No,1.0,1.0,21.0
1963,1001964,No,330.0,Mobile,38920.0,1,4,Financial,50.0,5985.0,4.0,No,11.0,No,2.0,0.0,10.0
1964,1001965,No,255.0,Mobile,7140.0,14,3,Entertainment,31.0,2579.0,1.0,Yes,18.0,No,4.0,2.0,8.0
1965,1001966,Yes,202.0,Mobile,49700.0,1,1,Entertainment,85.0,3041.0,0.0,No,11.0,No,2.0,1.0,5.0
1966,1001967,No,157.0,Mobile,47005.0,22,1,Entertainment,49.0,3447.0,1.0,No,11.0,No,3.0,0.0,3.0
1967,1001968,No,330.0,Mobile,46025.0,1,4,Other,35.0,16575.125,4.0,Yes,12.0,No,1.0,1.0,26.0
1970,1001971,No,240.0,Mobile,22610.0,1,4,Financial,92.0,6322.0,1.0,Yes,12.0,No,4.0,1.0,6.0
1972,1001973,No,397.0,Mobile,8330.0,1,1,Medical,34.0,8381.0,7.0,No,20.0,Yes,4.0,0.0,18.0
1973,1001974,No,255.0,Mobile,48895.0,1,5,Financial,42.0,2691.0,1.0,No,12.0,No,4.0,1.0,10.0
1975,1001976,No,195.0,Mobile,34685.0,1,3,Financial,71.0,2659.0,1.0,Yes,13.0,No,3.0,1.0,3.0
1976,1001977,No,277.0,Mobile,16870.0,1,3,Other,36.0,9434.0,1.0,No,15.0,No,3.0,1.0,10.0
1977,1001978,No,217.0,Mobile,41160.0,1,2,Medical,62.0,5561.0,1.0,No,14.0,No,1.0,1.0,6.0
1978,1001979,No,262.0,Mobile,35595.0,1,4,Financial,82.0,6646.0,1.0,No,13.0,No,2.0,0.0,17.0
1979,1001980,No,247.0,Mobile,45360.0,1,3,Financial,3.0,7725.0,3.0,No,23.0,Yes,3.0,1.0,15.0
1980,1001981,No,405.0,Mobile,13895.0,19,4,Medical,88.0,10725.0,2.0,No,15.0,No,3.0,1.0,16.0
1982,1001983,No,202.0,Mobile,39025.0,1,4,Medical,54.0,2045.0,0.0,No,13.0,No,4.0,0.0,5.0
1983,1001984,Yes,150.0,Mobile,47670.0,10,1,Medical,32.0,1009.0,1.0,Yes,11.0,No,4.0,0.0,1.0
1984,1001985,Yes,247.0,Mobile,37660.0,1,3,Financial,70.0,3348.0,1.0,Yes,11.0,No,1.0,0.0,10.0
1985,1001986,No,262.0,Mobile,25445.0,1,3,Financial,41.0,1281.0,1.0,No,18.0,No,3.0,2.0,1.0
1988,1001989,No,285.0,Mobile,8505.0,1,4,Entertainment,46.0,4028.0,0.0,No,20.0,Yes,1.0,0.0,8.0
1989,1001990,No,217.0,Mobile,28210.0,1,4,Financial,76.0,2720.0,1.0,No,18.0,No,4.0,1.0,10.0
1990,1001991,No,360.0,Mobile,28595.0,1,1,Entertainment,56.0,8120.0,3.0,No,12.0,No,4.0,0.0,12.0
1991,1001992,No,202.0,Mobile,49350.0,1,1,Medical,71.0,4647.0,1.0,Yes,20.0,Yes,2.0,2.0,6.0
1993,1001994,No,375.0,Mobile,42245.0,28,1,Medical,74.0,3221.0,1.0,Yes,11.0,No,3.0,3.0,20.0
1994,1001995,No,255.0,Mobile,50470.0,1,3,Medical,46.0,8621.0,1.0,No,14.0,No,2.0,0.0,9.0
1995,1001996,Yes,180.0,Mobile,24255.0,1,2,Financial,65.0,4577.0,9.0,No,14.0,No,1.0,0.0,4.0
1997,1001998,No,240.0,Mobile,32515.0,10,3,Entertainment,55.0,5396.0,1.0,No,12.0,No,4.0,0.0,10.0
1998,1001999,Yes,375.0,Mobile,19670.0,1,2,Entertainment,50.0,6796.0,3.0,Yes,14.0,No,1.0,1.0,18.0
1999,1002000,No,285.0,Mobile,28945.0,1,4,Financial,33.0,7625.0,0.0,No,13.0,No,3.0,0.0,10.0
2000,1002001,No,202.0,Mobile,21280.0,1,2,Financial,68.0,7412.0,1.0,No,11.0,No,4.0,0.0,9.0
2002,1002003,No,352.0,Mobile,24605.0,14,4,Entertainment,42.0,4960.0,2.0,No,12.0,No,4.0,0.0,20.0
2003,1002004,No,300.0,Mobile,20300.0,1,4,Financial,48.0,10475.0,5.0,Yes,21.0,Yes,3.0,1.0,20.0
2004,1002005,No,397.0,Mobile,33950.0,1,3,Financial,59.0,14814.0,3.0,No,19.0,No,3.0,0.0,32.0
2005,1002006,No,307.0,Mobile,14945.0,10,4,Other,73.0,16575.125,3.0,No,15.0,No,2.0,3.0,23.0
2006,1002007,No,450.0,Mobile,41265.0,16,4,Entertainment,84.0,5405.0,8.0,No,14.0,No,4.0,0.0,10.0
2007,1002008,No,202.0,Mobile,10290.0,10,2,Financial,32.0,8793.0,1.0,No,21.0,Yes,3.0,2.0,9.0
2008,1002009,No,307.0,Mobile,10990.0,1,3,Other,59.0,16575.125,1.0,No,12.0,No,2.0,1.0,22.0
2009,1002010,No,375.0,Mobile,11060.0,1,4,Entertainment,54.0,3875.0,7.0,No,15.0,No,4.0,1.0,4.0
2010,1002011,Yes,210.0,Mobile,22890.0,1,2,Financial,67.0,2216.0,7.0,Yes,13.0,No,4.0,0.0,10.0
2011,1002012,No,270.0,Mobile,14945.0,1,3,Financial,63.0,11713.0,9.0,No,14.0,No,1.0,1.0,10.0
2012,1002013,No,285.0,Mobile,5880.0,1,3,Financial,81.0,7861.0,4.0,Yes,14.0,No,4.0,0.0,10.0
2013,1002014,No,330.0,Mobile,13335.0,24,3,Medical,49.0,3708.0,2.0,No,14.0,No,3.0,0.0,9.0
